date,open,high,low,close,volume
2025-04-21,2506.7560783318536,2517.722562800467,2498.9112325969495,2504.9671415301123,2085841
2025-04-22,2506.3884211502414,2508.3794987020306,2496.2071759249793,2503.5844985184003,2983930
2025-04-23,2515.4766401152838,2510.1033334971526,2503.104536538562,2510.0613838994072,2297897
2025-04-24,2530.560692723662,2525.6675272136054,2514.446579593048,2525.2916824634876,1066150
2025-04-25,2516.061801876469,2526.5506724880884,2519.642669490465,2522.9501487162543,2660176
2025-04-26,2515.919653947187,2525.5915786055425,2505.594412646298,2520.6087791467626,2138189
2025-04-27,2538.9760836378796,2544.9418707368973,2530.2105937090078,2536.4009073018365,1337054
2025-04-28,2546.6441843479265,2545.214290473536,2534.118016966874,2544.0752545933656,2887383
2025-04-29,2541.955749165546,2540.342875787711,2525.1507487427816,2539.380510734016,1121826
2025-04-30,2564.0697686231492,2548.9216218423458,2532.8377566779623,2544.8061111698757,1559723
2025-05-01,2543.0263867952167,2545.864853266462,2534.9370089909185,2540.171934241751,2931451
2025-05-02,2541.1924649069515,2544.5117734407513,2535.069959338765,2535.5146367060483,1450348
2025-05-03,2542.704268239175,2550.2071727875937,2535.69451041115,2537.9342594217087,2258593
2025-05-04,2522.05841323166,2529.022871550319,2509.7975445967436,2518.801456975131,1999554
2025-05-05,2499.975932426799,2504.210790745837,2481.986262813066,2501.5522786500005,1134055
2025-05-06,2499.724249460057,2501.917295650043,2494.8956339017886,2495.9294033575907,1490457
2025-05-07,2481.9369660815587,2498.2103079584267,2484.925933797407,2485.8010921542464,1676022
2025-05-08,2487.759472446499,2489.868962554542,2483.13743248901,2488.943565480199,1809942
2025-05-09,2477.436506985842,2489.297702197498,2476.0152508710935,2479.8633247249873,2782123
2025-05-10,2466.1496584085658,2466.280435562915,2463.949215517401,2465.740287711634,1696358
2025-05-11,2491.9700682342177,2496.882758799906,2474.0729797572876,2480.39677540085,2498638
2025-05-12,2468.802686433026,2492.1817391355303,2474.3672655388964,2478.1390123959845,2142647
2025-05-13,2482.245595394736,2480.806007630696,2463.7580984710635,2478.8142944428637,2841648
2025-05-14,2456.503233224781,2472.339380188364,2453.8034522114895,2464.566812580729,2355267
2025-05-15,2456.76332600653,2464.2859929321585,2446.377492322362,2459.122985335477,1841052
2025-05-16,2465.6769642174127,2471.181263692835,2456.1424858211267,2460.232211232576,1146389
2025-05-17,2449.04367555383,2456.4416631429935,2440.805436896284,2448.7222754583527,2688472
2025-05-18,2447.0905317521633,2457.9676673217973,2451.4729602810125,2452.4792556418097,1269708
2025-05-19,2442.8963501963217,2454.940264637418,2446.027069444312,2446.4728687426214,2731281
2025-05-20,2446.9539199893625,2457.625847136074,2434.8023990969214,2443.555931244689,1638112
2025-05-21,2433.887031963809,2447.004933223721,2423.999148084676,2437.538865122395,2011727
2025-05-22,2457.143939915394,2472.375504389565,2443.8252444117993,2456.061646967484,1254444
2025-05-23,2456.154533919624,2458.0819293956615,2454.662611531473,2455.926674720105,1603561
2025-05-24,2442.0915636925165,2451.0899034769136,2441.9345168709665,2445.3495654305457,1861291
2025-05-25,2464.294734998204,2465.593870968346,2445.4781795494964,2453.5750145515776,1211837
2025-05-26,2444.5361731634575,2441.959336295226,2428.1277246769414,2441.3665780518677,1110017
2025-05-27,2433.329501068627,2456.4841383664852,2436.8698493302195,2443.455214001915,1123618
2025-05-28,2424.7907843369644,2434.8993244288363,2423.27196902561,2423.8585127631172,1459297
2025-05-29,2407.267719950291,2424.203711788974,2400.2569650762043,2410.576652274133,2173917
2025-05-30,2416.807431306805,2412.989646223997,2402.184634456315,2412.545264632824,2020154
2025-05-31,2415.9673267406147,2423.0024540242925,2417.2436528384574,2419.9299304327783,1815862
2025-06-01,2421.0699310373434,2421.905171229431,2408.2914410423627,2421.643613244678,2779468
2025-06-02,2423.012066815698,2437.0266672211146,2418.4103996098866,2420.4871304207954,1552076
2025-06-03,2421.804869435753,2418.189053781005,2405.4509498399575,2417.4760934649025,1750865
2025-06-04,2396.6893915259493,2413.126629565267,2400.7249290485406,2402.6908735612283,1441759
2025-06-05,2393.8199252980767,2400.8498118679217,2393.3106429193003,2395.4924314772816,2979999
2025-06-06,2388.5113172118786,2393.818829736458,2369.310950624151,2390.8860437676835,2904354
2025-06-07,2398.190619867004,2408.9763043204916,2401.0229070977302,2401.4572660298727,1882554
2025-06-08,2413.7207201269625,2409.004384264251,2403.0459726838876,2404.893448925557,2612838
2025-06-09,2389.287955926735,2395.736755547042,2381.693396453423,2387.26304737193,1893741
2025-06-10,2384.1994672942023,2391.0053198440633,2375.712238306315,2390.5038870658777,1540659
2025-06-11,2391.2423739969886,2394.294202825725,2377.640544025333,2386.653064261715,2880092
2025-06-12,2390.4946252437185,2387.76965262934,2377.7327347342166,2379.8838442586552,1422845
2025-06-13,2391.16293344982,2390.032979271207,2377.1483998771305,2386.000607147064,1706544
2025-06-14,2388.713752542253,2400.552663319003,2375.7237239460246,2396.3106023720234,1324060
2025-06-15,2403.2022331988537,2411.9663862212838,2405.149656091069,2405.623403563185,2646836
2025-06-16,2403.5657840768918,2398.087471210595,2397.119793995655,2397.231228330959,2241835
2025-06-17,2390.6007572443527,2402.4210431518018,2393.9461038755667,2394.1391045724467,1275128
2025-06-18,2399.6708360272137,2401.8809333292597,2395.8670608003395,2397.4517388864824,1819471
2025-06-19,2411.0803604248526,2416.790213298417,2406.0523068623143,2407.207190157706,1609719
2025-06-20,2397.7807954213627,2418.133248842584,2397.8261517242113,2402.415447779253,1870123
2025-06-21,2400.261231232306,2400.840966428389,2396.183986482692,2400.558858012615,1845038
2025-06-22,2373.2891715722094,2395.0933123364953,2389.2334821108266,2389.4955082725546,2452408
2025-06-23,2372.4115038250766,2379.245281317622,2373.186043862678,2377.533442031748,1889097
2025-06-24,2384.395859498724,2386.5573246532163,2379.9559339942725,2385.65870025569,2678237
2025-06-25,2392.982184631574,2400.9888573376643,2398.3696587198633,2399.2211005413983,2229720
2025-06-26,2406.663055845253,2403.4143329259423,2396.461181586228,2398.500999325595,2859582
2025-06-27,2401.3856214147117,2414.5963899848934,2396.5043843958533,2408.536328304515,2969510
2025-06-28,2409.9524661215064,2416.396697735876,2390.9449300878473,2412.1526885549915,1250195
2025-06-29,2406.3551938953706,2410.308036934098,2396.9694361935603,2405.70149100894,2192324
2025-06-30,2416.521813509355,2411.5158606412374,2399.3467655240433,2409.3154470640243,2452608
2025-07-01,2417.5165019727865,2443.1111820465685,2408.1086908694188,2424.695812728684,1032733
2025-07-02,2430.153371098359,2436.4590808351727,2421.5960515849415,2424.3375523375844,2789616
2025-07-03,2440.0351542008225,2450.9189830352807,2437.012461967758,2439.9839888957245,1526338
2025-07-04,2408.8789945995873,2426.9462795628374,2402.5264442970847,2413.786537854827,1109996
2025-07-05,2424.316080269896,2423.99785121503,2415.7830293978523,2422.0055628985792,1558221
2025-07-06,2423.8713320588286,2427.4884892854075,2413.9914268172347,2422.876033580961,1549239
2025-07-07,2416.8848756905086,2422.375961312651,2405.8677965289135,2419.8859600763026,1556701
2025-07-08,2421.152578266607,2445.434614309299,2413.3181406964777,2420.8035678416572,2214449
2025-07-09,2399.0013107113396,2409.884477987125,2390.755437935695,2400.9278786956484,2759555
2025-07-10,2399.2987465435294,2399.7545005491193,2392.9577833049275,2398.7311598172732,1950417
2025-07-11,2405.612938904996,2409.946609057194,2393.269871362653,2402.3022855323907,1899005
2025-07-12,2425.0113100605327,2429.9327965418665,2412.885063849568,2417.081225979806,2036580
2025-07-13,2405.7094463029352,2413.5262328840076,2407.9835273072463,2411.8985237970696,1433816
2025-07-14,2414.4787546414186,2409.864393730412,2394.0365652970017,2403.8135877681375,2761711
2025-07-15,2389.0355783346795,2410.1740470090735,2393.092029890913,2398.796017332292,2270464
2025-07-16,2407.191113034135,2413.122621583253,2406.027435324048,2407.950038509313,1785332
2025-07-17,2414.179135638333,2419.889933634825,2408.238983145513,2411.23754960591,2794029
2025-07-18,2407.3449069069147,2419.43708064882,2400.2522678226114,2405.9399475682394,1767950
2025-07-19,2407.95912430027,2418.1257399549686,2407.5185154074848,2411.072621899373,1166472
2025-07-20,2411.002786141067,2412.107178523386,2409.1556680663007,2412.0433973928534,1397710
2025-07-21,2419.2648426248884,2433.5694004093025,2412.4552088712685,2421.7298472981824,1211760
2025-07-22,2411.7624925746877,2415.3282628205898,2406.0608097386094,2414.7093163594086,1122744
2025-07-23,2415.6807053785365,2418.3229685040574,2406.505210037877,2411.4326948934313,2924439
2025-07-24,2409.296690791935,2419.6966059802667,2402.7668032983624,2407.5116133621095,2778627
2025-07-25,2389.411915904485,2397.1877442302657,2390.4000923662766,2392.8764638807884,2550522
2025-07-26,2400.3356660286004,2404.1356358860457,2393.228602473497,2395.837666651434,2091577
2025-07-27,2399.984716977616,2399.9709287979017,2388.4393107621504,2398.448219373233,1591652
2025-07-28,2402.5636645338527,2405.5042999667357,2391.1071377860026,2398.499353939658,1911420
2025-07-29,2399.301626815524,2407.2158804536207,2394.674265514362,2396.153482605906,1831460
2025-07-30,2377.854800130792,2389.4091955656554,2377.81799102125,2381.999775185402,1238506
2025-07-31,2374.9924167567638,2393.0686550815094,2369.4012481510536,2377.7933219577485,1753019
2025-08-01,2378.102644818097,2385.5547173830337,2368.7314272681383,2374.3661767924805,1430789
2025-08-02,2369.395255427432,2370.847157993789,2355.0757137293563,2366.3434041002647,2704742
2025-08-03,2364.6260390137836,2369.935687536579,2352.277513595413,2364.730546983604,1910775
2025-08-04,2369.3576924682934,2372.668058621867,2363.9229759409845,2368.7710555517497,2760574
2025-08-05,2394.0212390427973,2392.372065957766,2377.3894797438847,2387.632914563855,2701165
2025-08-06,2386.4208357479943,2396.2906188496117,2375.3403392362984,2389.3786926921734,1912727
2025-08-07,2394.6896835052517,2392.3423696229597,2375.2987613363316,2391.9541965994013,1499722
2025-08-08,2390.19877417957,2397.8573383730277,2377.638086495419,2391.2097374417394,2733693
2025-08-09,2370.9336192726128,2374.1856798949875,2370.333885551128,2372.022025288749,1558924
2025-08-10,2377.2507707941927,2372.15879140985,2370.983181639294,2371.756886534257,2784033
2025-08-11,2376.4862703786075,2374.2707730085986,2367.9998359391957,2372.359188633667,1179352
2025-08-12,2401.059157938523,2404.2521190548528,2393.7985208437035,2396.99160975852,1810694
2025-08-13,2401.5953941464804,2399.6821707552554,2394.76692249131,2395.068000110709,2915443
2025-08-14,2398.188492742209,2404.126603340651,2389.257058477913,2398.083473534045,1193283
2025-08-15,2401.1461206934673,2401.7436933379877,2396.822534647696,2397.7363558369925,1972346
2025-08-16,2384.49824167783,2393.870017419186,2384.847161369102,2386.0495754607973,1915015
2025-08-17,2399.0986353683898,2398.2724620493814,2394.5689059082365,2397.4778036059474,2498771
2025-08-18,2404.3464186609763,2411.008230919789,2404.5415689430465,2404.997133932815,2818460
2025-08-19,2413.392433228209,2426.2626956522167,2410.4450392521094,2412.9074534032457,1998974
2025-08-20,2406.789363982483,2408.1604603943374,2390.1322317140452,2403.813578855298,1431413
2025-08-21,2413.750418548492,2423.142512036226,2407.0560385878134,2417.841521964659,2352564
2025-08-22,2414.2849477151635,2408.3878006854816,2397.8768985845545,2403.8230113367363,1326898
2025-08-23,2404.6614953672406,2415.7976555270793,2408.324658769716,2409.691582274739,1951661
2025-08-24,2425.5251954689,2446.035195338155,2430.124271842017,2431.5961385328387,1863561
2025-08-25,2427.481329649032,2434.711114784597,2421.5433038170086,2421.690775281532,1302186
2025-08-26,2419.9861114553187,2416.412477558795,2413.2471443426107,2416.027797985504,2110241
2025-08-27,2420.1449107216417,2419.1020916501525,2412.706234193906,2417.024311636381,2295160
2025-08-28,2415.13128264154,2419.224088096054,2405.763117292,2411.9895550952187,2165529
2025-08-29,2396.421686920323,2401.5916604547765,2394.9161587437757,2396.4829207845573,1476072
2025-08-30,2392.6822786751886,2410.4607110307693,2389.3415683116973,2397.1685505326177,2731312
2025-08-31,2386.924536186325,2387.074151784535,2383.2794913496405,2386.5455133953565,2026553
2025-09-01,2387.8956291441477,2400.969567299808,2377.660768867806,2391.2814377017085,2235202
2025-09-02,2386.9627940264595,2387.301884221788,2373.8539502607655,2382.0871953593705,1145271
2025-09-03,2396.851252502035,2397.965728780077,2393.8057595502414,2397.586539409546,1118533
2025-09-04,2385.6265205022205,2396.6373134084547,2387.7057686116723,2389.7540064861832,1968452
2025-09-05,2384.926462115862,2389.6098356779653,2378.6718634525623,2386.5333913241266,2646645
2025-09-06,2396.7332207692016,2402.718905971539,2381.344767942123,2394.6685634978235,2514542
2025-09-07,2379.541297569464,2386.975055289669,2374.244959813339,2382.359920333484,1066262
2025-09-08,2380.523417701693,2391.320056576046,2369.9075258288717,2384.634519679525,1833032
2025-09-09,2398.924383279809,2406.74360205961,2387.4693314884635,2397.705947222349,1076898
2025-09-10,2382.855947732281,2385.8695483000597,2376.6325662551717,2381.6311148767372,1455699
2025-09-11,2380.9427375852047,2395.0100024273233,2383.2687250603735,2383.47745346206,2197945
2025-09-12,2383.7210898764524,2405.8494374055626,2381.9350092407913,2386.0762814045443,1554736
2025-09-13,2395.0547598091057,2400.2696721660814,2388.0885596170897,2393.8945101223176,1288316
