date,open,high,low,close,volume
2025-04-21,1595.4266127767555,1598.2198802029322,1595.729126028273,1595.8853632407559,1559137
2025-04-22,1594.2325855884662,1594.2953130648082,1589.0862470294087,1592.4714407704275,1065889
2025-04-23,1594.775390270262,1598.0839534147453,1595.8508459409168,1596.1006430548268,1808516
2025-04-24,1589.5838401623619,1591.601272809672,1583.382208399391,1590.0857547846324,2670434
2025-04-25,1589.0015638965829,1591.2045935042784,1585.679488443276,1589.5544577109242,1633622
2025-04-26,1595.5214029733143,1600.4263479796412,1594.1758326648655,1594.7041164983873,2103371
2025-04-27,1596.827167464209,1597.5556961065531,1595.7180437355457,1597.0164609436054,2804130
2025-04-28,1592.872539123472,1593.4241164705666,1581.789838315918,1592.342998278014,1296959
2025-04-29,1592.1717647154271,1596.996390163388,1587.2876397701395,1590.8742270127225,930291
2025-04-30,1596.2548585129798,1603.1831833965057,1594.0770349642942,1596.3733430733596,1984090
2025-05-01,1595.5246572998576,1608.26017259893,1593.1235041447542,1596.8104003727042,1586268
2025-05-02,1601.6232231611598,1601.9346885457908,1597.4645151297577,1599.2793472981118,1159794
2025-05-03,1598.1202256818908,1601.574553310894,1596.4835873286358,1598.4531897647917,1572232
2025-05-04,1593.3189854239372,1595.581910896152,1592.005985104547,1592.9238437526196,1935171
2025-05-05,1594.0087074099056,1600.3209040339723,1590.717006933892,1595.1145976344121,2376634
2025-05-06,1597.0519173167922,1596.2001736533473,1595.507900199609,1596.160120213707,1711271
2025-05-07,1597.6421955512862,1600.6216603839334,1593.7747060524196,1594.800172231804,2124658
2025-05-08,1596.5274503954163,1597.3476746750825,1595.007406773594,1596.7887464293317,2911220
2025-05-09,1600.4900940523066,1603.6121824944028,1588.3227710129777,1600.981030367128,2177047
2025-05-10,1598.7746038929752,1601.2609175107389,1597.414248653217,1597.5498527484046,1636703
2025-05-11,1602.1993115081955,1600.6074547630114,1595.9555324087721,1599.2846706724727,1559131
2025-05-12,1604.3568881671758,1604.1520493372702,1598.5303267740107,1603.4847390097596,2598799
2025-05-13,1603.633113240727,1604.589736536772,1596.4064361952571,1603.433730306692,2657826
2025-05-14,1602.1852423581195,1607.1272322987438,1598.770581400701,1602.3323019328816,2250776
2025-05-15,1599.339966022384,1603.9903589024286,1591.224854630596,1599.1256094053772,1340232
2025-05-16,1600.56714201004,1601.064147954292,1599.1218922591909,1600.1499114861476,960980
