date,open,high,low,close,volume
2025-04-21,3501.0630837065346,3517.333169429029,3497.4263854558208,3502.9857558653916,1960746
2025-04-22,3503.1343876529254,3508.686087049248,3498.4369738062605,3501.295875253031,1365878
2025-04-23,3498.9394879111114,3502.364767971913,3494.888972223638,3501.9190888538133,2912811
2025-04-24,3504.7412894035474,3509.6950296711266,3504.6175976872664,3508.360897499976,2700767
2025-04-25,3500.84882712858,3504.6131305730287,3479.2950050016148,3503.373977235006,987858
2025-04-26,3499.72377614182,3503.0641805534838,3487.5525225201955,3499.453893498473,978496
2025-04-27,3509.6227687552446,3512.689822196061,3505.1949315601482,3507.7413401304957,1340888
2025-04-28,3506.1964657737326,3512.98712065646,3497.6165426761154,3508.3803117224697,2635103
2025-04-29,3509.201881712515,3514.801067526594,3493.3341244339103,3509.320766521295,1381997
2025-04-30,3523.0821043201995,3537.5791928837684,3514.153642650875,3518.259265154121,2613111
2025-05-01,3525.3874638976954,3533.0822802495145,3518.1030849799417,3523.727532840794,1452447
2025-05-02,3520.3878174012593,3551.6056206766298,3512.0889624200163,3521.9946498300983,1558898
2025-05-03,3518.7149407113307,3530.3516305839794,3517.051950910237,3520.613954466849,1963629
2025-05-04,3521.2725443202607,3531.201094416162,3524.2098961515458,3527.8272766823234,1619646
2025-05-05,3538.84737820332,3547.2155996146485,3534.515242031893,3542.7112362382136,1132319
2025-05-06,3541.3419945005044,3559.2498616356906,3537.15942958908,3551.9763476686476,2807130
2025-05-07,3548.2386768630604,3552.7339779754197,3534.9999383922095,3552.5891797648655,1212332
2025-05-08,3547.141404412569,3556.7916094227926,3542.6058590204684,3542.977158467556,840757
2025-05-09,3558.7593587248107,3562.215913316697,3551.077933459986,3560.758350665349,2035639
2025-05-10,3575.8357523443315,3581.5545587120123,3556.8839906883773,3572.2638056892583,1678249
2025-05-11,3560.738451357005,3575.0396789104702,3551.1290815384286,3562.3882745006536,2530402
2025-05-12,3565.917445925396,3568.0857954773896,3561.2650398424867,3565.654791152976,1717315
2025-05-13,3556.746746636042,3560.3471346090464,3559.026009039283,3559.600382852528,1460599
2025-05-14,3551.95362807806,3560.249072061287,3547.8670564715712,3556.9489700265476,2649587
2025-05-15,3544.9637989711937,3577.396095225688,3533.5807035095445,3549.8694691840365,2844637
2025-05-16,3550.4196625889786,3562.2724643890183,3548.364923802416,3551.093435006936,2653195
2025-05-17,3558.447103714413,3567.7632030736168,3555.5491728425704,3559.719881918004,1353315
2025-05-18,3555.0797153950384,3581.4171113566767,3556.9268695337782,3558.5604525795748,1371911
2025-05-19,3552.9743415015323,3560.1930042630474,3552.5895102781196,3553.669599230794,1951117
2025-05-20,3568.574554919964,3585.6108018958157,3564.490147666522,3570.596876854079,1465304
2025-05-21,3557.3602541820264,3567.425806655138,3559.3161741377426,3560.1767526392214,1965089
2025-05-22,3566.0639605208107,3570.4072131119046,3548.0237704813903,3558.4045960688677,2680049
2025-05-23,3560.7545809906524,3558.747791491074,3541.0125183869864,3557.4671235515348,1450397
2025-05-24,3563.7532299470395,3569.605163857494,3551.162048201132,3561.0001929938244,937522
2025-05-25,3564.5121510475215,3574.5800101495984,3557.3757620512124,3564.4653756028506,2747213
2025-05-26,3564.754969349268,3578.5155909037276,3556.4754018171843,3567.34557397715,2189372
2025-05-27,3572.499538561369,3595.793664607593,3558.5877751634266,3569.4764979629117,804403
2025-05-28,3563.717678026107,3566.506065150286,3560.599419429515,3565.967502727892,1815168
2025-05-29,3564.116223697901,3577.2350726294867,3557.0016845037103,3564.6239277899476,1125801
2025-05-30,3566.867418639588,3591.7798552407144,3560.886271156827,3567.492726166849,2479676
2025-05-31,3570.332172333927,3569.430425343689,3561.95377864142,3566.4304698499395,2222827
